rogram,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2002,WEEK #20,5/19/2002,STATE,NORTH CAROLINA,37,,,,,,,0,,COTTON,"COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,75,
SURVEY,2002,WEEK #20,5/19/2002,STATE,NORTH CAROLINA,37,,,,,,,0,,PEANUTS,"PEANUTS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,61,
SURVEY,2002,WEEK #20,5/19/2002,STATE,NORTH CAROLINA,37,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,21,
SURVEY,2002,WEEK #20,5/19/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,60,
SURVEY,2002,WEEK #20,5/19/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,63,
SURVEY,2002,WEEK #20,5/19/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,67,
SURVEY,2002,WEEK #20,5/19/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,29,
SURVEY,2002,WEEK #20,5/19/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,67,
SURVEY,2002,WEEK #20,5/19/2002,STATE,OHIO,39,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,85,
SURVEY,2002,WEEK #20,5/19/2002,STATE,OHIO,39,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,99,
SURVEY,2002,WEEK #20,5/19/2002,STATE,OHIO,39,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,64,
SURVEY,2002,WEEK #20,5/19/2002,STATE,OKLAHOMA,40,,,,,,,0,,COTTON,"COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,41,
SURVEY,2002,WEEK #20,5/19/2002,STATE,OKLAHOMA,40,,,,,,,0,,PEANUTS,"PEANUTS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,53,
SURVEY,2002,WEEK #20,5/19/2002,STATE,OKLAHOMA,40,,,,,,,0,,SORGHUM,"SORGHUM - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,17,
SURVEY,2002,WEEK #20,5/19/2002,STATE,PENNSYLVANIA,42,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,66,
SURVEY,2002,WEEK #20,5/19/2002,STATE,PENNSYLVANIA,42,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,95,
SURVEY,2002,WEEK #20,5/19/2002,STATE,SOUTH CAROLINA,45,,,,,,,0,,COTTON,"COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,69,
SURVEY,2002,WEEK #20,5/19/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,66,
SURVEY,2002,WEEK #20,5/19/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,88,
SURVEY,2002,WEEK #20,5/19/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,SORGHUM,"SORGHUM - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,13,
SURVEY,2002,WEEK #20,5/19/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,29,
SURVEY,2002,WEEK #20,5/19/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,92,
SURVEY,2002,WEEK #20,5/19/2002,STATE,TENNESSEE,47,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,94,
SURVEY,2002,WEEK #20,5/19/2002,STATE,TENNESSEE,47,,,,,,,0,,COTTON,"COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,79,
SURVEY,2002,WEEK #20,5/19/2002,STATE,TENNESSEE,47,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,21,
SURVEY,2002,WEEK #20,5/19/2002,STATE,TEXAS,48,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,94,
SURVEY,2002,WEEK #20,5/19/2002,STATE,TEXAS,48,,,,,,,0,,COTTON,"COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,44,
SURVEY,2002,WEEK #20,5/19/2002,STATE,TEXAS,48,,,,,,,0,,PEANUTS,"PEANUTS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,46,
SURVEY,2002,WEEK #20,5/19/2002,STATE,TEXAS,48,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,96,
SURVEY,2002,WEEK #20,5/19/2002,STATE,TEXAS,48,,,,,,,0,,SORGHUM,"SORGHUM - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,57,
SURVEY,2002,WEEK #20,5/19/2002,STATE,VIRGINIA,51,,,,,,,0,,COTTON,"COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,91,
SURVEY,2002,WEEK #20,5/19/2002,STATE,VIRGINIA,51,,,,,,,0,,PEANUTS,"PEANUTS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,79,
SURVEY,2002,WEEK #20,5/19/2002,STATE,WASHINGTON,53,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,98,
SURVEY,2002,WEEK #20,5/19/2002,STATE,WASHINGTON,53,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #20,5/19/2002,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,80,
SURVEY,2002,WEEK #20,5/19/2002,STATE,WISCONSIN,55,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,97,
SURVEY,2002,WEEK #20,5/19/2002,STATE,WISCONSIN,55,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,41,
SURVEY,2002,WEEK #21,5/26/2002,STATE,ALABAMA,1,,,,,,,0,,COTTON,"COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,92,
SURVEY,2002,WEEK #21,5/26/2002,STATE,ALABAMA,1,,,,,,,0,,PEANUTS,"PEANUTS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,91,
SURVEY,2002,WEEK #21,5/26/2002,STATE,ARIZONA,4,,,,,,,0,,COTTON,"COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,98,
SURVEY,2002,WEEK #21,5/26/2002,STATE,ARKANSAS,5,,,,,,,0,,COTTON,"COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,95,
SURVEY,2002,WEEK #21,5/26/2002,STATE,ARKANSAS,5,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,96,
SURVEY,2002,WEEK #21,5/26/2002,STATE,ARKANSAS,5,,,,,,,0,,SORGHUM,"SORGHUM - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,92,
SURVEY,2002,WEEK #21,5/26/2002,STATE,ARKANSAS,5,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,49,
SURVEY,2002,WEEK #21,5/26/2002,STATE,CALIFORNIA,6,,,,,,,0,,COTTON,"COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,98,
SURVEY,2002,WEEK #21,5/26/2002,STATE,CALIFORNIA,6,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,86,
SURVEY,2002,WEEK #21,5/26/2002,STATE,COLORADO,8,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,95,
SURVEY,2002,WEEK #21,5/26/2002,STATE,COLORADO,8,,,,,,,0,,SORGHUM,"SORGHUM - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,29,
SURVEY,2002,WEEK #21,5/26/2002,STATE,FLORIDA,12,,,,,,,0,,PEANUTS,"PEANUTS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,79,
SURVEY,2002,WEEK #21,5/26/2002,STATE,GEORGIA,13,,,,,,,0,,COTTON,"COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,81,
SURVEY,2002,WEEK #21,5/26/2002,STATE,GEORGIA,13,,,,,,,0,,PEANUTS,"PEANUTS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,87,
SURVEY,2002,WEEK #21,5/26/2002,STATE,IDAHO,16,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,95,
SURVEY,2002,WEEK #21,5/26/2002,STATE,IDAHO,16,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,98,
SURVEY,2002,WEEK #21,5/26/2002,STATE,ILLINOIS,17,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,96,
SURVEY,2002,WEEK #21,5/26/2002,STATE,ILLINOIS,17,,,,,,,0,,SORGHUM,"SORGHUM - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,45,
SURVEY,2002,WEEK #21,5/26/2002,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,76,
SURVEY,2002,WEEK #21,5/26/2002,STATE,INDIANA,18,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,96,
SURVEY,2002,WEEK #21,5/26/2002,STATE,INDIANA,18,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,80,
SURVEY,2002,WEEK #21,5/26/2002,STATE,IOWA,19,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,97,
SURVEY,2002,WEEK #21,5/26/2002,STATE,IOWA,19,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #21,5/26/2002,STATE,IOWA,19,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,76,
SURVEY,2002,WEEK #21,5/26/2002,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,97,
SURVEY,2002,WEEK #21,5/26/2002,STATE,KANSAS,20,,,,,,,0,,SORGHUM,"SORGHUM - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,44,
SURVEY,2002,WEEK #21,5/26/2002,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,63,
SURVEY,2002,WEEK #21,5/26/2002,STATE,KENTUCKY,21,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,93,
SURVEY,2002,WEEK #21,5/26/2002,STATE,KENTUCKY,21,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,44,
SURVEY,2002,WEEK #21,5/26/2002,STATE,LOUISIANA,22,,,,,,,0,,COTTON,"COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,98,
SURVEY,2002,WEEK #21,5/26/2002,STATE,LOUISIANA,22,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,99,
SURVEY,2002,WEEK #21,5/26/2002,STATE,LOUISIANA,22,,,,,,,0,,SORGHUM,"SORGHUM - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,92,
SURVEY,2002,WEEK #21,5/26/2002,STATE,LOUISIANA,22,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,78,
SURVEY,2002,WEEK #21,5/26/2002,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,86,
SURVEY,2002,WEEK #21,5/26/2002,STATE,MICHIGAN,26,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,58,
SURVEY,2002,WEEK #21,5/26/2002,STATE,MINNESOTA,27,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,81,
SURVEY,2002,WEEK #21,5/26/2002,STATE,MINNESOTA,27,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,96,
SURVEY,2002,WEEK #21,5/26/2002,STATE,MINNESOTA,27,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,91,
SURVEY,2002,WEEK #21,5/26/2002,STATE,MINNESOTA,27,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,76,
SURVEY,2002,WEEK #21,5/26/2002,STATE,MINNESOTA,27,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,84,
SURVEY,2002,WEEK #21,5/26/2002,STATE,MISSISSIPPI,28,,,,,,,0,,COTTON,"COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,96,
SURVEY,2002,WEEK #21,5/26/2002,STATE,MISSISSIPPI,28,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,97,
SURVEY,2002,WEEK #21,5/26/2002,STATE,MISSISSIPPI,28,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,83,
SURVEY,2002,WEEK #21,5/26/2002,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,92,
SURVEY,2002,WEEK #21,5/26/2002,STATE,MISSOURI,29,,,,,,,0,,COTTON,"COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,99,
SURVEY,2002,WEEK #21,5/26/2002,STATE,MISSOURI,29,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,97,
SURVEY,2002,WEEK #21,5/26/2002,STATE,MISSOURI,29,,,,,,,0,,SORGHUM,"SORGHUM - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,60,
SURVEY,2002,WEEK #21,5/26/2002,STATE,MISSOURI,29,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,53,
SURVEY,2002,WEEK #21,5/26/2002,STATE,MONTANA,30,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,95,
SURVEY,2002,WEEK #21,5/26/2002,STATE,MONTANA,30,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,94,
SURVEY,2002,WEEK #21,5/26/2002,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,97,
SURVEY,2002,WEEK #21,5/26/2002,STATE,NEBRASKA,31,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #21,5/26/2002,STATE,NEBRASKA,31,,,,,,,0,,SORGHUM,"SORGHUM - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,57,
SURVEY,2002,WEEK #21,5/26/2002,STATE,NEBRASKA,31,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,74,
SURVEY,2002,WEEK #21,5/26/2002,STATE,NEW MEXICO,35,,,,,,,0,,SORGHUM,"SORGHUM - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,21,
SURVEY,2002,WEEK #21,5/26/2002,STATE,NORTH CAROLINA,37,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,97,
SURVEY,2002,WEEK #21,5/26/2002,STATE,NORTH CAROLINA,37,,,,,,,0,,COTTON,"COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,89,
SURVEY,2002,WEEK #21,5/26/2002,STATE,NORTH CAROLINA,37,,,,,,,0,,PEANUTS,"PEANUTS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,83,
SURVEY,2002,WEEK #21,5/26/2002,STATE,NORTH CAROLINA,37,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,33,
SURVEY,2002,WEEK #21,5/26/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,81,
SURVEY,2002,WEEK #21,5/26/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,81,
SURVEY,2002,WEEK #21,5/26/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,85,
SURVEY,2002,WEEK #21,5/26/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,55,
SURVEY,2002,WEEK #21,5/26/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,83,
SURVEY,2002,WEEK #21,5/26/2002,STATE,OHIO,39,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,95,
SURVEY,2002,WEEK #21,5/26/2002,STATE,OHIO,39,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #21,5/26/2002,STATE,OHIO,39,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,79,
SURVEY,2002,WEEK #21,5/26/2002,STATE,OKLAHOMA,40,,,,,,,0,,COTTON,"COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,57,
SURVEY,2002,WEEK #21,5/26/2002,STATE,OKLAHOMA,40,,,,,,,0,,PEANUTS,"PEANUTS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,72,
SURVEY,2002,WEEK #21,5/26/2002,STATE,OKLAHOMA,40,,,,,,,0,,SORGHUM,"SORGHUM - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,25,
SURVEY,2002,WEEK #21,5/26/2002,STATE,PENNSYLVANIA,42,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,81,
SURVEY,2002,WEEK #21,5/26/2002,STATE,PENNSYLVANIA,42,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,98,
SURVEY,2002,WEEK #21,5/26/2002,STATE,SOUTH CAROLINA,45,,,,,,,0,,COTTON,"COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,82,
SURVEY,2002,WEEK #21,5/26/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,84,
SURVEY,2002,WEEK #21,5/26/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,97,
SURVEY,2002,WEEK #21,5/26/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,SORGHUM,"SORGHUM - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,29,
SURVEY,2002,WEEK #21,5/26/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,56,
SURVEY,2002,WEEK #21,5/26/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,98,
SURVEY,2002,WEEK #21,5/26/2002,STATE,TENNESSEE,47,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,98,
SURVEY,2002,WEEK #21,5/26/2002,STATE,TENNESSEE,47,,,,,,,0,,COTTON,"COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,94,
SURVEY,2002,WEEK #21,5/26/2002,STATE,TENNESSEE,47,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,34,
SURVEY,2002,WEEK #21,5/26/2002,STATE,TEXAS,48,,,,,,,0,,CORN,"CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,98,
SURVEY,2002,WEEK #21,5/26/2002,STATE,TEXAS,48,,,,,,,0,,COTTON,"COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,59,
SURVEY,2002,WEEK #21,5/26/2002,STATE,TEXAS,48,,,,,,,0,,PEANUTS,"PEANUTS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,58,
